,dt,gyroX,gyroY,gyroZ
76,3.81,-0.0128650218248367,0.0097198951989412,0.0003190636634826
78,3.91,-0.0818859115242958,-0.0067728962749242,0.0045947283506393
80,4.009,-0.3182907700538635,0.0185780115425586,0.0021512731909751
82,4.11,-0.3720469176769256,0.0094150323420763,-0.0009030550718307
84,4.209,0.1734557747840881,-0.009827222675085,-0.0021247863769531
86,4.309,0.0228774771094322,-0.0003588106483221,-0.0021247863769531
88,4.409,-0.1402235329151153,0.0063607059419155,1.32396817207e-05
90,4.509,0.1019845232367515,-0.0049403002485632,-0.0048736780881881
92,4.61,-0.0556140318512916,-0.0128804668784141,0.0103970766067504
94,4.711,-0.4597013890743255,0.0766112878918647,0.0840063393115997
96,4.812,-0.3347794413566589,0.0359887555241584,-0.0039582550525665
98,4.913,-0.2990438342094421,-0.0101315723732113,0.0119242444634437
100,5.014,0.1374193876981735,-0.0373150780797004,-0.0042636841535568
102,5.115,0.0027235969901084,0.1108197495341301,-0.0140375271439552
104,5.216,-0.0433967262506485,0.0445408672094345,-0.011594071984291
106,5.316,0.3188463747501373,0.0326289907097816,-0.0213679075241088
108,5.417,-0.1313502788543701,0.0051396265625953,-0.0027362927794456
110,5.516,0.0381616204977035,-0.0037176068872213,0.0018450394272804
112,5.617,-0.040025770664215,0.0054449141025543,-0.0027362182736396
114,5.717,-0.0241412483155727,0.0088039338588714,-0.0158684849739074
116,5.817,0.0723693743348121,0.0039166808128356,0.0009302347898483
118,5.918,-0.073321983218193,-0.0031082686036825,0.0036791265010833
120,6.019,0.0412152558565139,0.0091090351343154,-0.0085381790995597
122,6.12,-0.0162047147750854,0.0033055376261472,0.0015409737825393
124,6.221,0.2553249001502991,0.1022657081484794,-0.0482445433735847
126,6.321,-0.1011149883270263,0.0048327017575502,0.0036789998412132
128,6.42,0.0427437797188758,-0.0125769581645727,0.0015409737825393
130,6.521,-0.1191255003213882,-0.0015812516212463,-0.0033456683158874
132,6.622,0.0940664708614349,-0.0028029810637235,-0.0033456683158874
134,6.723,-0.0574232786893844,0.0011675432324409,0.0030681565403938
136,6.824,0.0259598270058631,0.0023892745375633,1.38282775878e-05
138,6.925,-0.0024454072117805,0.0017784088850021,-0.0002916008234024
140,7.026,0.0073278173804283,-0.0015812180936336,0.0003192350268363
142,7.127,0.0051893517374992,0.0005567632615566,0.000319205224514
144,7.228,0.0003024041652679,0.0011675301939249,-0.0009024515748023
146,7.328,0.0042726695537567,-0.001275822520256,0.0030679106712341
148,7.429,0.0030506923794746,0.0023891683667898,-0.0005972310900688
150,7.53,0.0003017708659172,0.0017781537026166,-0.0057891011238098
152,7.63,0.0036612302064895,0.000861782580614,0.0021519735455513
154,7.73,0.0009122565388679,-0.0009707305580377,-0.0009022802114486
156,7.83,0.0021338090300559,-0.0012760553508996,-0.0002913922071456
158,7.93,0.0048822909593582,0.0033051557838916,0.0003194436430931
160,8.029,-0.0012262538075447,0.0023886580020189,-0.0009022131562232
162,8.13,0.0051873922348022,-0.001581834629178,-0.0012075453996658
164,8.231,0.0003004446625709,-0.0015817023813724,-0.0015128478407859
166,8.331,0.0039653033018112,-0.0003599412739276,-0.0012073144316673
168,8.431,-0.0003107264637947,0.0014725308865308,0.001236043870449
170,8.531,0.0024379715323448,0.0005561858415603,0.0021521672606468
172,8.631,0.0030485838651657,-0.0006654877215623,-0.0033453404903411
174,8.731,0.0021321028470993,0.0008616019040346,0.0009306445717811
176,8.831,0.0033535510301589,0.0005561225116252,-0.0005964711308479
178,8.931000000000001,0.0045748949050903,-0.0003601443022489,-0.0012072324752807
180,9.031,0.0015204399824142,-0.0003601144999265,-0.0021233484148979
182,9.132,0.0027419403195381,-0.0009708981961011,-0.0015123561024665
184,9.232,0.0042687430977821,0.0002508126199245,-0.0024284496903419
186,9.333,0.0015197247266769,-0.0003600232303142,-0.0002904012799263
188,9.434,0.0024358257651329,-0.0018870290368795,0.000625841319561
190,9.534,0.0024356245994567,-0.0024976823478937,-0.0002904310822486
192,9.634,0.0027408227324485,-5.42178750038e-05,-0.0009012222290039
194,9.734,0.0024351924657821,0.0008620060980319,0.0006258860230445
196,9.834,0.003045804798603,0.0005565267056226,-0.0021228268742561
198,9.934,0.0030455514788627,0.0005564801394939,1.51991844177e-05
200,10.034,0.0060993582010269,0.0020834691822528,-0.0030388683080673
202,10.135,0.0024339705705642,0.0014724805951118,0.0015424937009811
204,10.236,0.0054878294467926,0.0002507306635379,0.0015423670411109
206,10.337,0.002738706767559,0.0020831506699323,-0.0012064278125762
208,10.437,0.004265509545803,0.0023883823305368,0.0015423446893692
210,10.537,0.0009056776762008,0.0002503339201211,1.51768326759e-05
212,10.649000000000001,0.0045704841613769,-0.0006659086793661,0.0009313970804214
214,10.737,0.0048755034804344,0.0008611809462308,0.0006259083747863
216,10.839,0.0042642802000045,-0.0009713321924209,0.0006258562207221
218,10.938,0.0033477023243904,-0.0003604367375373,-0.0002904161810874
220,11.038,0.0009041652083396,0.0011666268110275,0.0024582669138908
222,11.139,0.0042635649442672,0.0014719367027282,0.0003202110528945
224,11.24,0.0039578005671501,0.0020826272666454,0.0018472149968147
226,11.34,0.0033466517925262,0.0014716386795043,-0.0018178150057792
228,11.44,0.0073166564106941,-0.0006663333624601,-0.0005960389971733
230,11.54,0.0012079030275344,-0.0003608707338571,0.0018472671508789
232,11.641,0.0063997209072113,0.0005553793162107,-0.0024285838007926
234,11.741,0.0021234825253486,0.0017769616097211,-0.001512162387371
236,11.841,0.0051773786544799,0.0002497788518667,-0.0009012222290039
238,11.942,0.0027336850762367,0.0005551632493734,-0.0009011477231979
240,12.042,0.0057875290513038,-0.0003611035645008,0.0006259605288505
242,12.142,0.0039545968174934,-0.0003610737621784,-0.0009011253714561
244,12.242,0.0063975229859352,-0.000361043959856,-0.0018172711133956
246,12.343,0.0067023858428001,0.0005552060902118,-0.0018171221017837
248,12.444,0.0815265327692031,0.0005551595240831,0.0015425086021423
250,12.544,-0.00032939016819,0.0008605197072029,-0.0005954727530479
252,12.644,0.0042517408728599,0.0017766691744327,-0.0005954205989837
254,12.744,0.0011973157525062,0.0029981490224599,0.0018478855490684
256,12.844,0.0018080323934555,0.0011654533445835,-0.0005955249071121
258,12.945,0.0036403238773345,-0.001583307981491,0.0003207474946975
